station,hour,value
1044,11,13
1045,11,60
1046,11,11
1047,11,24
1048,11,16
1049,11,5
1050,11,14
1000,12,47
1001,12,61
1002,12,21
1003,12,23
1004,12,25
1005,12,16
1006,12,20
1007,12,16
1008,12,12
1009,12,36
1010,12,45
1011,12,26
1012,12,29
1013,12,20
1014,12,17
1015,12,30
1016,12,34
1017,12,67
1018,12,11
1019,12,23
1020,12,15
1021,12,29
1022,12,19
1023,12,20
1024,12,11
1025,12,12
1026,12,7
1027,12,12
1028,12,11
1029,12,10
1030,12,3
1031,12,7
1032,12,14
1033,12,38
1034,12,32
1035,12,38
1036,12,17
1037,12,9
1038,12,35
1039,12,20
1040,12,24
1041,12,29
1042,12,0
1043,12,7
1044,12,13
1045,12,71
1046,12,22
1047,12,12
1048,12,19
1049,12,20
1050,12,14
1000,13,32
1001,13,33
1002,13,20
1003,13,11
1004,13,28
1005,13,20
1006,13,20
1007,13,18
1008,13,5
1009,13,40
1010,13,72
1011,13,19
1012,13,39
1013,13,31
1014,13,13
1015,13,16
1016,13,35
1017,13,54
1018,13,16
1019,13,14
1020,13,15
1021,13,16
1022,13,7
1023,13,19
1024,13,11
1025,13,7
1026,13,15
1027,13,17
1028,13,21
1029,13,20
1030,13,11
1031,13,6
1032,13,8
1033,13,30
1034,13,19
1035,13,19
1036,13,29
1037,13,26
1038,13,20
1039,13,13
1040,13,31
1041,13,38
1042,13,0
1043,13,5
1044,13,7
1045,13,55
1046,13,24
1047,13,28
1048,13,16
1049,13,18
1050,13,29
1000,14,46
1001,14,39
1002,14,8
1003,14,17
1004,14,36
1005,14,8
1006,14,8
1007,14,17
1008,14,10
1009,14,24
1010,14,47
1011,14,19
1012,14,36
1013,14,31
1014,14,8
1015,14,27
1016,14,58
1017,14,61
1018,14,24
1019,14,9
1020,14,26
1021,14,21
1022,14,18
1023,14,14
1024,14,12
1025,14,6
1026,14,10
1027,14,6
1028,14,10
1029,14,12
1030,14,15
1031,14,8
1032,14,6
1033,14,30
1034,14,22
1035,14,30
1036,14,24
1037,14,24
1038,14,35
1039,14,24
1040,14,31
1041,14,44
1042,14,3
1043,14,11
1044,14,8
1045,14,52
1046,14,20
1047,14,20
1048,14,13
1049,14,28
1050,14,34
1000,15,47
1001,15,51
1002,15,20
1003,15,12
1004,15,27
1005,15,20
1006,15,22
1007,15,27
1008,15,5
1009,15,20
1010,15,45
1011,15,27
1012,15,42
1013,15,38
1014,15,7
1015,15,18
1016,15,49
1017,15,27
1018,15,6
1019,15,25
1020,15,22
1021,15,26
1022,15,19
1023,15,31
1024,15,13
1025,15,12
1026,15,11
1027,15,8
1028,15,20
1029,15,19
1030,15,7
1031,15,10
1032,15,12
1033,15,16
1034,15,28
1035,15,21
1036,15,35
1037,15,15
1038,15,37
1039,15,18
1040,15,25
1041,15,41
1042,15,1
1043,15,7
1044,15,2
1045,15,72
1046,15,18
1047,15,17
1048,15,14
1049,15,39
1050,15,13
1000,16,69
1001,16,32
1002,16,20
1003,16,23
1004,16,23
1005,16,24
1006,16,41
1007,16,28
1008,16,7
1009,16,32
1010,16,72
1011,16,32
1012,16,76
1013,16,57
1014,16,9
1015,16,12
1016,16,23
1017,16,42
1018,16,15
1019,16,24
1020,16,36
1021,16,18
1022,16,20
1023,16,27
1024,16,12
1025,16,10
1026,16,11
1027,16,3
1028,16,38
1029,16,19
1030,16,4
1031,16,7
1032,16,14
1033,16,18
1034,16,23
1035,16,28
1036,16,45
1037,16,23
1038,16,27
1039,16,13
1040,16,28
1041,16,80
1042,16,3
1043,16,20
1044,16,10
1045,16,68
1046,16,9
1047,16,21
1048,16,15
1049,16,18
1050,16,5
1000,17,66
1001,17,46
1002,17,23
1003,17,28
1004,17,49
1005,17,44
1006,17,53
1007,17,24
1008,17,6
1009,17,19
1010,17,119
1011,17,28
1012,17,40
1013,17,43
1014,17,10
1015,17,10
1016,17,18
1017,17,21
1018,17,14
1019,17,15
1020,17,41
1021,17,19
1022,17,16
1023,17,25
1024,17,12
1025,17,6
1026,17,9
1027,17,5
1028,17,20
1029,17,22
1030,17,4
1031,17,19
1032,17,13
1033,17,26
1034,17,30
1035,17,36
1036,17,48
1037,17,49
1038,17,19
1039,17,11
1040,17,29
1041,17,66
1042,17,0
1043,17,28
1044,17,13
1045,17,47
1046,17,15
1047,17,19
1048,17,18
1049,17,19
1050,17,11
1000,18,36
1001,18,49
1002,18,11
1003,18,12
1004,18,23
1005,18,13
1006,18,47
1007,18,16
1008,18,3
1009,18,23
1010,18,55
1011,18,9
1012,18,14
1013,18,30
1014,18,5
1015,18,17
1016,18,16
1017,18,22
1018,18,12
1019,18,12
1020,18,15
1021,18,17
1022,18,5
1023,18,8
1024,18,19
1025,18,14
1026,18,7
1027,18,5
1028,18,10
1029,18,10
1030,18,7
1031,18,11
1032,18,7
1033,18,19
1034,18,19
1035,18,21
1036,18,32
1037,18,27
1038,18,23
1039,18,18
1040,18,22
1041,18,47
1042,18,0
1043,18,23
1044,18,3
1045,18,29
1046,18,5
1047,18,22
1048,18,17
1049,18,20
1050,18,5
1000,19,25
1001,19,32
1002,19,10
1003,19,5
1004,19,10
1005,19,9
1006,19,12
1007,19,12
1008,19,7
1009,19,2
1010,19,23
1011,19,8
1012,19,5
1013,19,9
1014,19,4
1015,19,4
1016,19,28
1017,19,15
1018,19,10
1019,19,9
1020,19,16
1021,19,11
1022,19,4
1023,19,8
1024,19,12
1025,19,7
1026,19,2
1027,19,5
1028,19,7
1029,19,12
1030,19,3
1031,19,7
1032,19,3
1033,19,11
1034,19,14
1035,19,14
1036,19,30
1037,19,22
1038,19,13
1039,19,8
1040,19,23
1041,19,42
1042,19,0
1043,19,9
1044,19,10
1045,19,12
1046,19,3
1047,19,12
1048,19,14
1049,19,10
1050,19,4
1000,20,5
1001,20,14
1002,20,4
1003,20,7
1004,20,14
1005,20,7
1006,20,14
1007,20,11
1008,20,1
1009,20,5
1010,20,21
1011,20,6
1012,20,5
1013,20,15
1014,20,3
1015,20,4
1016,20,26
1017,20,7
1018,20,4
1019,20,10
1020,20,8
1021,20,6
1022,20,6
1023,20,2
1024,20,11
1025,20,6
1026,20,5
1027,20,3
1028,20,12
1029,20,7
1030,20,5
1031,20,8
1032,20,2
1033,20,21
1034,20,15
1035,20,2
1036,20,11
1037,20,15
1038,20,19
1039,20,7
1040,20,10
1041,20,37
1042,20,0
1043,20,2
1044,20,4
1045,20,9
1046,20,4
1047,20,7
1048,20,23
1049,20,3
1050,20,0
1000,21,12
1001,21,10
1002,21,4
1003,21,7
1004,21,11
1005,21,2
1006,21,5
1007,21,14
1008,21,12
1009,21,7
1010,21,10
1011,21,3
1012,21,1
1013,21,15
1014,21,1
1015,21,10
1016,21,1
1017,21,4
1018,21,3
1019,21,6
1020,21,8
1021,21,8
1022,21,6
1023,21,3
1024,21,3
1025,21,6
1026,21,2
1027,21,1
1028,21,6
1029,21,8
1030,21,1
1031,21,4
1032,21,3
1033,21,15
1034,21,22
1035,21,10
1036,21,14
1037,21,19
1038,21,5
1039,21,12
1040,21,24
1041,21,30
1042,21,0
1043,21,2
1044,21,5
1045,21,5
1046,21,2
1047,21,22
1048,21,17
1049,21,5
1050,21,1
1000,22,6
1001,22,4
1002,22,6
1003,22,7
1004,22,7
1005,22,3
1006,22,4
1007,22,14
1008,22,3
1009,22,4
1010,22,11
1011,22,3
1012,22,7
1013,22,10
1014,22,1
1015,22,0
1016,22,4
1017,22,0
1018,22,5
1019,22,6
1020,22,1
1021,22,6
1022,22,1
1023,22,3
1024,22,2
1025,22,1
1026,22,5
1027,22,0
1028,22,5
1029,22,9
1030,22,1
1031,22,7
1032,22,2
1033,22,9
1034,22,10
1035,22,4
1036,22,11
1037,22,17
1038,22,1
1039,22,8
1040,22,12
1041,22,20
1042,22,0
1043,22,2
1044,22,5
1045,22,14
1046,22,7
1047,22,5
1048,22,3
1049,22,9
1050,22,0
1000,23,2
1001,23,3
1002,23,6
1003,23,5
1004,23,6
1005,23,1
1006,23,3
1007,23,11
1008,23,3
1009,23,1
1010,23,8
1011,23,14
1012,23,3
1013,23,8
1014,23,1
1015,23,0
1016,23,4
1017,23,1
1018,23,0
1019,23,4
1020,23,5
1021,23,7
1022,23,4
1023,23,2
1024,23,1
1025,23,0
1026,23,3
1027,23,1
1028,23,3
1029,23,5
1030,23,0
1031,23,4
1032,23,2
1033,23,11
1034,23,6
1035,23,4
1036,23,12
1037,23,6
1038,23,4
1039,23,6
1040,23,9
1041,23,20
1042,23,0
1043,23,1
1044,23,4
1045,23,6
1046,23,4
1047,23,1
1048,23,5
1049,23,4
1050,23,0
