station,hour,value
1007,18,9
1007,19,5
1007,20,2
1007,21,6
1007,22,2
1007,23,0
1008,24,0
1008,1,0
1008,2,0
1008,3,0
1008,4,0
1008,5,2
1008,6,0
1008,7,3
1008,8,10
1008,9,8
1008,10,7
1008,11,1
1008,12,2
1008,13,12
1008,14,1
1008,15,4
1008,16,7
1008,17,7
1008,18,10
1008,19,4
1008,20,1
1008,21,4
1008,22,1
1008,23,0
1009,24,0
1009,1,0
1009,2,0
1009,3,0
1009,4,0
1009,5,0
1009,6,1
1009,7,1
1009,8,2
1009,9,0
1009,10,4
1009,11,15
1009,12,7
1009,13,18
1009,14,19
1009,15,12
1009,16,30
1009,17,14
1009,18,3
1009,19,4
1009,20,1
1009,21,1
1009,22,1
1009,23,0
1010,24,1
1010,1,3
1010,2,2
1010,3,2
1010,4,0
1010,5,1
1010,6,0
1010,7,6
1010,8,9
1010,9,2
1010,10,14
1010,11,15
1010,12,14
1010,13,21
1010,14,19
1010,15,20
1010,16,38
1010,17,48
1010,18,22
1010,19,6
1010,20,11
1010,21,15
1010,22,9
1010,23,7
1011,24,0
1011,1,0
1011,2,0
1011,3,0
1011,4,0
1011,5,0
1011,6,0
1011,7,0
1011,8,1
1011,9,0
1011,10,2
1011,11,3
1011,12,4
1011,13,7
1011,14,11
1011,15,5
1011,16,14
1011,17,17
1011,18,3
1011,19,5
1011,20,7
1011,21,5
1011,22,0
1011,23,0
1012,24,0
1012,1,0
1012,2,0
1012,3,0
1012,4,0
1012,5,0
1012,6,1
1012,7,1
1012,8,0
1012,9,5
1012,10,13
1012,11,17
1012,12,30
1012,13,37
1012,14,39
1012,15,50
1012,16,46
1012,17,26
1012,18,17
1012,19,9
1012,20,3
1012,21,6
1012,22,4
1012,23,3
1013,24,2
1013,1,0
1013,2,0
1013,3,0
1013,4,0
1013,5,0
1013,6,0
1013,7,0
1013,8,1
1013,9,6
1013,10,5
1013,11,4
1013,12,13
1013,13,35
1013,14,34
1013,15,38
1013,16,31
1013,17,23
1013,18,12
1013,19,1
1013,20,4
1013,21,0
1013,22,2
1013,23,0
1014,24,0
1014,1,0
1014,2,0
1014,3,0
1014,4,0
1014,5,0
1014,6,2
1014,7,1
1014,8,2
1014,9,2
1014,10,4
1014,11,4
1014,12,11
1014,13,10
1014,14,11
1014,15,12
1014,16,9
1014,17,3
1014,18,10
1014,19,2
1014,20,0
1014,21,0
1014,22,1
1014,23,0
1015,24,1
1015,1,0
1015,2,0
1015,3,0
1015,4,0
1015,5,0
1015,6,0
1015,7,6
1015,8,6
1015,9,12
1015,10,15
1015,11,10
1015,12,24
1015,13,9
1015,14,25
1015,15,16
1015,16,23
1015,17,14
1015,18,6
1015,19,4
1015,20,0
1015,21,0
1015,22,0
1015,23,0
1016,24,0
1016,1,0
1016,2,0
1016,3,0
1016,4,0
1016,5,1
1016,6,0
1016,7,0
1016,8,3
1016,9,5
1016,10,0
1016,11,14
1016,12,20
1016,13,27
1016,14,26
1016,15,18
1016,16,21
1016,17,15
1016,18,14
1016,19,6
1016,20,11
1016,21,1
1016,22,0
1016,23,1
1017,24,0
1017,1,0
1017,2,1
1017,3,1
1017,4,0
1017,5,3
1017,6,2
1017,7,5
1017,8,8
1017,9,5
1017,10,9
1017,11,14
1017,12,28
1017,13,25
1017,14,47
1017,15,26
1017,16,32
1017,17,21
1017,18,8
1017,19,11
1017,20,4
1017,21,5
1017,22,0
1017,23,0
1018,24,1
1018,1,0
1018,2,0
1018,3,0
1018,4,0
1018,5,0
1018,6,1
1018,7,0
1018,8,10
1018,9,3
1018,10,5
1018,11,11
1018,12,8
1018,13,11
1018,14,21
1018,15,6
1018,16,19
1018,17,11
1018,18,9
1018,19,6
1018,20,0
1018,21,0
1018,22,0
1018,23,1
1019,24,0
1019,1,0
1019,2,1
1019,3,0
1019,4,0
1019,5,0
1019,6,0
1019,7,0
1019,8,2
1019,9,1
1019,10,6
1019,11,7
1019,12,18
1019,13,20
1019,14,18
1019,15,10
1019,16,14
1019,17,5
1019,18,8
1019,19,4
1019,20,1
1019,21,1
1019,22,1
1019,23,0
1020,24,0
1020,1,0
1020,2,0
1020,3,0
1020,4,0
1020,5,5
1020,6,1
1020,7,14
1020,8,24
1020,9,18
1020,10,10
1020,11,17
1020,12,11
1020,13,6
1020,14,14
1020,15,17
1020,16,26
1020,17,16
1020,18,10
1020,19,5
1020,20,1
1020,21,4
1020,22,3
1020,23,0
1021,24,0
1021,1,0
1021,2,0
1021,3,0
1021,4,1
1021,5,1
1021,6,2
1021,7,3
1021,8,10
1021,9,14
1021,10,13
1021,11,12
1021,12,8
1021,13,11
1021,14,7
1021,15,12
1021,16,10
1021,17,6
1021,18,7
1021,19,1
1021,20,1
1021,21,2
1021,22,0
1021,23,0
1022,24,0
1022,1,0
1022,2,2
1022,3,1
1022,4,2
1022,5,1
1022,6,0
1022,7,3
1022,8,11
1022,9,14
1022,10,14
1022,11,5
1022,12,10
1022,13,16
1022,14,18
1022,15,14
1022,16,9
1022,17,5
1022,18,15
1022,19,5
1022,20,3
1022,21,3
1022,22,4
1022,23,1
1023,24,1
1023,1,0
1023,2,6
1023,3,2
1023,4,3
1023,5,0
1023,6,2
1023,7,6
1023,8,11
1023,9,7
1023,10,11
1023,11,10
1023,12,7
1023,13,10
1023,14,9
1023,15,10
1023,16,6
1023,17,11
1023,18,5
1023,19,1
1023,20,6
1023,21,1
1023,22,1
1023,23,0
1024,24,0
1024,1,0
1024,2,0
1024,3,0
1024,4,0
1024,5,0
1024,6,0
1024,7,4
1024,8,8
1024,9,7
1024,10,8
1024,11,19
1024,12,10
1024,13,20
1024,14,11
1024,15,7
1024,16,6
1024,17,9
1024,18,7
1024,19,2
1024,20,2
1024,21,5
1024,22,1
1024,23,3
1025,24,0
1025,1,0
1025,2,0
1025,3,0
1025,4,0
1025,5,8
1025,6,12
1025,7,4
1025,8,14
1025,9,13
1025,10,15
1025,11,9
1025,12,8
1025,13,10
1025,14,10
1025,15,5
1025,16,3
1025,17,5
1025,18,4
1025,19,3
1025,20,3
1025,21,0
1025,22,2
1025,23,0
1026,24,0
1026,1,3
1026,2,0
1026,3,1
1026,4,0
1026,5,0
1026,6,0
1026,7,5
1026,8,3
1026,9,1
1026,10,3
1026,11,3
1026,12,1
1026,13,9
1026,14,5
1026,15,1
1026,16,7
1026,17,8
1026,18,4
1026,19,3
1026,20,7
1026,21,4
1026,22,6
1026,23,1
1027,24,2
1027,1,0
1027,2,0
1027,3,0
1027,4,0
1027,5,0
1027,6,0
1027,7,1
1027,8,2
1027,9,1
1027,10,3
1027,11,3
1027,12,3
1027,13,2
1027,14,10
1027,15,5
1027,16,6
1027,17,5
1027,18,1
1027,19,6
1027,20,3
1027,21,0
1027,22,1
1027,23,1
1028,24,3
1028,1,1
1028,2,0
1028,3,1
1028,4,0
1028,5,0
1028,6,0
1028,7,0
1028,8,6
1028,9,13
1028,10,5
1028,11,7
1028,12,10
1028,13,10
1028,14,17
1028,15,21
1028,16,29
1028,17,12
1028,18,12
1028,19,9
1028,20,4
1028,21,1
1028,22,2
1028,23,2
1029,24,2
1029,1,0
1029,2,1
1029,3,0
1029,4,0
1029,5,0
1029,6,20
1029,7,71
1029,8,2
1029,9,5
1029,10,11
1029,11,6
1029,12,17
1029,13,4
1029,14,9
1029,15,11
1029,16,12
1029,17,6
1029,18,12
1029,19,0
1029,20,8
1029,21,6
1029,22,4
1029,23,2
1030,24,0
1030,1,1
1030,2,0
1030,3,0
1030,4,0
1030,5,0
1030,6,0
1030,7,0
1030,8,2
1030,9,2
1030,10,6
1030,11,0
1030,12,5
1030,13,2
1030,14,7
1030,15,4
1030,16,2
1030,17,0
1030,18,0
1030,19,1
1030,20,2
1030,21,2
1030,22,0
1030,23,0
1031,24,0
1031,1,1
1031,2,0
1031,3,0
1031,4,0
1031,5,0
1031,6,7
1031,7,3
1031,8,6
1031,9,1
1031,10,2
1031,11,7
1031,12,14
1031,13,2
1031,14,1
1031,15,1
1031,16,6
1031,17,14
1031,18,6
1031,19,3
1031,20,2
1031,21,4
1031,22,3
1031,23,0
1032,24,0
1032,1,2
1032,2,1
1032,3,0
1032,4,3
1032,5,11
1032,6,0
1032,7,10
1032,8,41
1032,9,1
1032,10,3
1032,11,2
1032,12,7
1032,13,2
1032,14,4
1032,15,9
1032,16,7
1032,17,4
1032,18,4
1032,19,4
1032,20,5
1032,21,3
1032,22,0
1032,23,1
1033,24,0
1033,1,1
1033,2,0
1033,3,0
1033,4,1
1033,5,0
1033,6,0
1033,7,3
1033,8,3
1033,9,6
1033,10,4
1033,11,17
1033,12,9
1033,13,7
1033,14,13
1033,15,18
1033,16,11
1033,17,11
1033,18,13
1033,19,9
1033,20,5
1033,21,7
1033,22,1
1033,23,3
1034,24,0
1034,1,2
1034,2,0
1034,3,0
1034,4,0
1034,5,0
1034,6,0
1034,7,5
1034,8,32
1034,9,12
1034,10,5
1034,11,3
1034,12,9
1034,13,12
1034,14,9
1034,15,5
1034,16,12
1034,17,19
1034,18,12
1034,19,2
1034,20,2
1034,21,0
1034,22,2
1034,23,0
1035,24,0
1035,1,0
1035,2,0
1035,3,0
1035,4,0
1035,5,0
1035,6,0
1035,7,1
1035,8,0
1035,9,3
1035,10,5
1035,11,10
1035,12,14
1035,13,11
1035,14,6
1035,15,24
1035,16,18
1035,17,24
1035,18,12
1035,19,2
1035,20,3
1035,21,5
1035,22,3
1035,23,0
1036,24,4
1036,1,0
1036,2,2
1036,3,0
1036,4,0
1036,5,0
1036,6,0
1036,7,0
1036,8,1
1036,9,3
1036,10,10
1036,11,11
1036,12,13
1036,13,29
1036,14,44
1036,15,36
1036,16,45
1036,17,36
1036,18,22
1036,19,14
1036,20,7
1036,21,6
1036,22,6
1036,23,3
1037,24,6
1037,1,2
1037,2,4
1037,3,0
1037,4,0
1037,5,0
1037,6,0
1037,7,0
1037,8,0
1037,9,1
1037,10,11
1037,11,12
1037,12,17
1037,13,17
1037,14,40
1037,15,34
1037,16,34
1037,17,40
1037,18,21
1037,19,24
1037,20,14
1037,21,12
1037,22,8
1037,23,0
1038,24,0
1038,1,2
1038,2,0
1038,3,0
1038,4,0
1038,5,2
1038,6,6
1038,7,13
1038,8,43
1038,9,84
1038,10,35
1038,11,28
1038,12,38
1038,13,33
1038,14,20
1038,15,18
1038,16,15
1038,17,15
1038,18,12
1038,19,11
1038,20,11
1038,21,5
1038,22,1
1038,23,2
1039,24,1
1039,1,4
1039,2,3
1039,3,0
1039,4,0
1039,5,4
1039,6,7
1039,7,12
1039,8,13
1039,9,8
1039,10,9
1039,11,9
1039,12,21
1039,13,11
1039,14,27
1039,15,20
1039,16,28
1039,17,16
1039,18,15
1039,19,4
1039,20,3
1039,21,4
1039,22,3
1039,23,6
1040,24,9
1040,1,3
1040,2,0
1040,3,0
1040,4,0
1040,5,0
1040,6,0
1040,7,1
1040,8,3
1040,9,7
1040,10,13
1040,11,22
1040,12,9
1040,13,16
1040,14,23
1040,15,28
1040,16,20
1040,17,19
1040,18,3
1040,19,9
1040,20,19
1040,21,5
1040,22,6
1040,23,6
1041,24,9
1041,1,4
1041,2,4
1041,3,0
1041,4,0
1041,5,3
1041,6,0
1041,7,5
1041,8,3
1041,9,4
1041,10,10
1041,11,22
1041,12,18
1041,13,28
1041,14,55
1041,15,41
1041,16,41
1041,17,36
1041,18,21
1041,19,24
1041,20,19
1041,21,10
1041,22,5
1041,23,11
1042,24,0
1042,1,0
1042,2,0
1042,3,0
1042,4,0
1042,5,0
1042,6,0
1042,7,0
1042,8,0
1042,9,0
1042,10,2
1042,11,1
1042,12,3
1042,13,2
1042,14,1
1042,15,2
1042,16,1
1042,17,3
1042,18,0
1042,19,0
1042,20,0
1042,21,0
1042,22,0
1042,23,0
1043,24,0
1043,1,1
1043,2,0
1043,3,0
1043,4,0
1043,5,0
1043,6,0
1043,7,0
1043,8,2
1043,9,7
1043,10,19
1043,11,7
1043,12,7
1043,13,10
1043,14,4
1043,15,8
1043,16,8
1043,17,13
1043,18,5
1043,19,6
1043,20,4
1043,21,0
1043,22,0
1043,23,3
1044,24,0
1044,1,1
1044,2,0
1044,3,0
1044,4,0
1044,5,0
1044,6,0
1044,7,1
1044,8,6
1044,9,12
1044,10,33
1044,11,6
1044,12,6
1044,13,8
1044,14,10
1044,15,3
1044,16,10
1044,17,7
1044,18,13
1044,19,4
1044,20,5
1044,21,2
1044,22,0
1044,23,7
1045,24,2
1045,1,2
1045,2,0
1045,3,0
1045,4,0
1045,5,0
1045,6,0
1045,7,5
1045,8,3
1045,9,4
1045,10,17
1045,11,36
1045,12,53
1045,13,64
1045,14,58
1045,15,69
1045,16,67
1045,17,71
1045,18,26
1045,19,4
1045,20,5
1045,21,3
1045,22,9
1045,23,9
1046,24,0
1046,1,1
1046,2,0
1046,3,0
1046,4,0
1046,5,0
1046,6,0
1046,7,0
1046,8,1
1046,9,4
1046,10,4
1046,11,10
1046,12,7
1046,13,20
1046,14,25
1046,15,25
1046,16,18
1046,17,18
1046,18,6
1046,19,3
1046,20,4
1046,21,10
1046,22,1
1046,23,0
1047,24,0
1047,1,0
1047,2,0
1047,3,0
1047,4,4
1047,5,12
1047,6,5
1047,7,18
1047,8,15
1047,9,9
1047,10,13
1047,11,12
1047,12,27
1047,13,18
1047,14,25
1047,15,24
1047,16,26
1047,17,25
1047,18,9
1047,19,7
1047,20,1
1047,21,1
1047,22,2
1047,23,1
1048,24,1
1048,1,0
1048,2,0
1048,3,0
1048,4,0
1048,5,0
1048,6,1
1048,7,7
1048,8,7
1048,9,6
1048,10,16
1048,11,13
1048,12,16
1048,13,25
1048,14,21
1048,15,31
1048,16,23
1048,17,22
1048,18,13
1048,19,1
1048,20,5
1048,21,1
1048,22,0
1048,23,0
1049,24,1
1049,1,0
1049,2,0
1049,3,0
1049,4,1
1049,5,0
1049,6,20
1049,7,38
1049,8,38
1049,9,8
1049,10,7
1049,11,15
1049,12,21
1049,13,21
1049,14,24
1049,15,19
1049,16,19
1049,17,13
1049,18,15
1049,19,13
1049,20,3
1049,21,11
1049,22,0
1049,23,0
1050,24,0
1050,1,0
1050,2,0
1050,3,0
1050,4,0
1050,5,0
1050,6,0
1050,7,2
1050,8,5
1050,9,10
1050,10,10
1050,11,15
1050,12,25
1050,13,21
1050,14,18
1050,15,25
1050,16,17
1050,17,10
1050,18,0
1050,19,2
1050,20,0
1050,21,0
1050,22,0
1050,23,0
1051,24,0
1051,1,0
1051,2,0
1051,3,0
1051,4,0
1051,5,0
1051,6,0
1051,7,0
1051,8,3
1051,9,0
1051,10,0
1051,11,3
1051,12,0
1051,13,2
1051,14,6
1051,15,0
1051,16,0
1051,17,1
1051,18,0
1051,19,0
1051,20,0
1051,21,0
1051,22,0
1051,23,0
